CustomerID,CustomerName,TransactionID,MovieID,Date,MovieName,Genre,TheaterLocation,CustomerAge,CustomerGender,Ticket Type,Num Tickets,Price,Discounted Price,Total Price,PaymentMethod,CustomerMembership,PurchaseChannel,MovieRating,CustomerFeedback,LoyaltyPoints,SnacksPurchased,SnacksQuantity,SnacksAmount,LastVisitDate,RecencyDays,Frequency,CustomerStatus,Monetary_Total_Price
CUST11546,Aarohi Rana,cKdreTjpgwDT,M042,2024-09-13 09:04:39,Movie D,Comedy,Chennai,44,Female,Senior,7,1400,No Discount,1400,Credit Card,Silver,In-store,2,Bad,16,None,0,0,2024-12-31 19:54:29,109,12,Active,1400
CUST3775,Sushma Sinha,hq9w8WbcMEKt,M043,2024-09-06 10:31:47,Movie C,Thriller,Mumbai,21,Male,VIP,8,3200,2560,2560,Debit Card,Silver,Online,2,Bad,24,Bag of Mixed Nuts,1,120,2024-12-31 15:36:32,116,5,Inactive,2680
CUST77,Sai Gandhi,pW5aBq72f0cC,M044,2024-07-22 13:00:19,Movie A,Thriller,Bangalore,26,Male,Regular,1,350,No Discount,350,Cash,None,In-store,4,Good,42,None,0,0,2024-12-31 22:10:09,162,12,Active,350
CUST551,Ojas Agnihotri,5ppjT8qq97Ql,M045,2024-10-04 10:21:28,Movie B,Action,Hyderabad,63,Other,Senior,2,400,No Discount,400,UPI,Gold,In-store,4,Good,50,Cupcakes,4,400,2024-12-31 20:40:35,88,14,Highly Active,800
CUST14968,Neetu Kashyap,anliHlNbVdWt,M046,2024-08-10 14:03:03,Movie D,Drama,Delhi,60,Female,Regular,9,3150,No Discount,3150,Cash,Platinum,Online,3,Average,85,None,0,0,2024-11-19 14:03:03,101,7,Inactive,3150
CUST9760,Ayaan Vyas,wsuwHirfWYgP,M047,2024-08-05 14:09:33,Movie B,Drama,Kolkata,49,Male,Senior,8,1600,No Discount,1600,Credit Card,Platinum,In-store,5,Excellent,73,"Mozzarella Sticks, Veg Wrap",1,300,2024-10-04 14:09:33,60,8,Very Active,1900
CUST17296,Rajesh Haridas,R1npLoifCqA3,M048,2024-04-04 22:56:22,Movie B,Drama,Bangalore,35,Male,Senior,9,1800,No Discount,1800,Debit Card,None,In-store,4,Good,40,None,0,0,2024-08-28 22:56:22,146,9,Active,1800
CUST16641,Bhavika Fadnavis,FJmkHVS6oolr,M049,2024-12-07 15:23:46,Movie B,Drama,Mumbai,44,Other,Student,5,1250,1125,1125,UPI,None,In-store,1,Very Bad,121,"Chocolate Bar, Sandwich",4,760,2024-12-31 12:24:46,23,3,Active,1885
CUST15892,Upendra Jain,QMLdKn3EQawg,M050,2024-04-08 18:55:34,Movie A,Thriller,Chennai,51,Male,Senior,8,1600,No Discount,1600,Debit Card,Silver,In-store,5,Excellent,12,"Non Veg Wrap, Energy Drink, Pretzels",3,1200,2024-07-21 18:55:34,104,11,Active,2800
CUST2132,Mayank Fadnavis,U1PdjtOzmkzJ,M051,2024-06-12 15:05:20,Movie D,Action,Mumbai,18,Other,VIP,7,2800,2520,2520,Debit Card,Silver,In-store,5,Excellent,34,None,0,0,2024-08-11 15:05:20,60,3,Active,2520
CUST5283,Indra Sengupta,tCFVymod2ggh,M052,2024-11-04 19:10:30,Movie A,Comedy,Hyderabad,31,Male,Regular,9,3150,No Discount,3150,Debit Card,Silver,In-store,3,Average,12,"Iced Tea, Ice Cream",3,420,2024-12-31 15:32:55,56,11,Highly Active,3570
CUST19948,Shanaya Mathew,gIssYTtKB40d,M053,2024-10-21 14:25:09,Movie B,Thriller,Bangalore,42,Male,Regular,9,3150,No Discount,3150,UPI,Silver,In-store,5,Excellent,160,"Gummies, Small Popcorn, Lemonade",2,660,2024-11-21 14:25:09,31,1,New,3810
CUST5511,Farah Shah,xjz6p5Ap3moo,M054,2024-02-19 22:30:34,Movie D,Action,Delhi,63,Other,Regular,2,700,No Discount,700,Cash,Gold,In-store,4,Good,82,None,0,0,2024-05-11 22:30:34,82,11,Highly Active,700
CUST8109,Vikram Biswas,4kZ38I9rnm1P,M055,2024-08-30 09:10:31,Movie D,Drama,Mumbai,47,Male,Senior,2,400,No Discount,400,Net Banking,None,Online,1,Very Bad,67,"Bag of Mixed Nuts, Small Popcorn, Yogurt",1,330,2024-12-31 20:57:22,123,9,Active,730
CUST9521,Devansh Pai,m2TrEBGpzhuy,M056,2024-12-24 17:17:30,Movie A,Action,Mumbai,23,Female,VIP,5,2000,No Discount,2000,UPI,Platinum,Online,1,Very Bad,42,"Chips, Cupcakes, Gummies",3,660,2024-12-31 11:22:15,6,10,Highly Active,2660
CUST7065,Gaurav Rana,cvbcyLL4UEJZ,M057,2024-12-20 14:40:41,Movie C,Thriller,Kolkata,44,Female,Senior,1,200,No Discount,200,Debit Card,Silver,Online,4,Good,10,"Chips, Lemonade",2,320,2024-12-31 15:40:01,11,5,Active,520
CUST7782,Dheeraj Qureshi,ZaWAEzSXTEOF,M058,2024-12-30 16:43:28,Movie D,Comedy,Kolkata,29,Male,Student,7,1750,No Discount,1750,Net Banking,None,Online,3,Average,50,"Lemonade, Cupcakes, Iced Tea",4,1080,2024-12-31 20:46:03,1,11,Highly Active,2830
CUST19718,Trisha Tiwari,BcOVqWodfKuA,M059,2024-10-19 12:09:21,Movie C,Thriller,Delhi,41,Female,VIP,3,1200,No Discount,1200,UPI,Platinum,Online,4,Good,105,Ice Cream,2,160,2024-12-31 18:29:05,73,7,Very Active,1360
CUST14112,Eshan Sharma,OoH3vFgj5EIK,M060,2024-08-26 17:13:33,Movie D,Drama,Hyderabad,28,Female,Senior,6,1200,1080,1080,UPI,None,In-store,1,Very Bad,10,"Nachos, Chips, Large Popcorn",3,1350,2024-12-23 17:13:33,119,3,Inactive,2430
CUST4230,Sonali Saxena,lCk4TwEyINCs,M061,2024-05-31 15:10:39,Movie D,Thriller,Mumbai,19,Male,Senior,8,1600,No Discount,1600,UPI,Platinum,In-store,2,Bad,12,"Veg Wrap, Veggie Chips",4,960,2024-11-19 15:10:39,172,7,Inactive,2560
CUST19531,Radhika Chaudhary,yusNJIuQjUcG,M062,2024-12-28 13:23:43,Movie D,Action,Delhi,31,Other,Student,3,750,712.5,712.5,Cash,None,In-store,4,Good,73,"Chips, Mozzarella Sticks, Pretzels",2,600,2024-12-31 12:54:44,2,2,New,1312.5
CUST6692,Prisha Haridas,bbTmO7ezdDTv,M063,2024-12-16 11:04:48,Movie B,Drama,Chennai,38,Female,Senior,3,600,No Discount,600,Cash,Silver,Online,4,Good,89,"Large Popcorn, Pepsi, Mozzarella Sticks",3,1440,2024-12-31 13:39:30,15,9,Highly Active,2040
CUST9427,Mohan Thakur,FnhUyz9G5tFB,M064,2024-08-18 13:59:23,Movie B,Comedy,Bangalore,46,Male,Student,9,2250,No Discount,2250,Net Banking,None,In-store,4,Good,60,"French Fries, Coca Cola",4,720,2024-10-02 13:59:23,45,12,Highly Active,2970
CUST15866,Gaurav Arora,Zj06V78q3IYm,M065,2024-12-30 11:32:00,Movie D,Comedy,Kolkata,61,Other,Senior,7,1400,1330,1330,Debit Card,Gold,Online,2,Bad,65,"Pepsi, Sandwich",1,200,2024-12-31 18:06:35,1,2,New,1530
CUST16433,Yashwant Oberoi,4hq8a5f6vvqj,M066,2024-12-27 11:14:58,Movie D,Comedy,Mumbai,51,Other,VIP,1,400,No Discount,400,Debit Card,None,Online,3,Average,70,"Yogurt, Fruit Cup",3,720,2024-12-31 19:47:05,4,12,Highly Active,1120
CUST10272,Ananya Chaudhary,kwul0BgvzQpK,M067,2024-12-10 13:33:48,Movie A,Action,Kolkata,50,Other,Student,3,750,No Discount,750,UPI,Platinum,Online,4,Good,46,Yogurt,1,60,2024-12-31 21:08:15,21,8,Very Active,810
CUST5098,Ayaan Agarwal,zoKaojnasy6n,M068,2024-02-02 13:19:37,Movie A,Drama,Mumbai,26,Female,VIP,4,1600,No Discount,1600,Credit Card,Silver,In-store,2,Bad,133,"Gummies, Iced Tea",1,130,2024-05-18 13:19:37,106,11,Active,1730
CUST4911,Aarohi Tandon,a18pIhXAgMWC,M069,2024-07-11 13:54:08,Movie B,Comedy,Delhi,36,Male,VIP,2,800,No Discount,800,Net Banking,Gold,In-store,2,Bad,24,"Gummies, Fruit Smoothies",3,660,2024-12-15 13:54:08,157,12,Active,1460
CUST15028,Madhav Chaudhari,LSlQJ1xhsIhc,M070,2024-09-29 15:07:24,Movie C,Drama,Bangalore,46,Male,VIP,6,2400,2160,2160,Cash,Silver,In-store,5,Excellent,105,"Fruit Smoothies, Coca Cola, Sandwich",1,350,2024-12-31 10:45:22,92,3,Inactive,2510
CUST5564,Lavanya Dwivedi,0LLul1DtWKvj,M071,2024-10-07 16:55:04,Movie A,Drama,Bangalore,30,Female,Regular,6,2100,1680,1680,Credit Card,None,In-store,2,Bad,46,"Large Popcorn, Veggie Chips",3,1020,2024-11-27 16:55:04,51,5,Active,2700
CUST17277,Zara Dixit,rUoppWGoSWUK,M072,2024-03-05 09:36:19,Movie D,Drama,Hyderabad,24,Male,Regular,3,1050,No Discount,1050,Net Banking,Gold,In-store,3,Average,75,Onion Rings,1,90,2024-06-12 09:36:19,99,5,Inactive,1140
CUST18192,Lata Ghosh,q1XygEVvyHSD,M073,2024-04-30 09:32:53,Movie D,Comedy,Bangalore,34,Female,Student,2,500,No Discount,500,Cash,Gold,In-store,2,Bad,97,"Large Popcorn, Lemonade, Ice Cream",4,1760,2024-06-17 09:32:53,48,7,Very Active,2260
CUST4980,Waman Mishra,tzIUvaW9P9gj,M074,2024-03-10 11:51:06,Movie D,Drama,Bangalore,48,Male,VIP,9,3600,No Discount,3600,Debit Card,Silver,Online,1,Very Bad,24,None,0,0,2024-05-07 11:51:06,58,9,Highly Active,3600
CUST7971,Devansh Khanna,jSBwZ2CUSy9R,M075,2024-12-02 16:41:13,Movie B,Comedy,Bangalore,26,Male,VIP,6,2400,No Discount,2400,Credit Card,Gold,In-store,2,Bad,60,"Non Veg Wrap, Yogurt, Lemonade",2,740,2024-12-31 16:26:55,28,6,Active,3140
CUST19575,Vineet Dixit,CPQKpWDTTOQj,M076,2024-08-01 10:34:54,Movie D,Action,Bangalore,34,Male,Regular,3,1050,No Discount,1050,Cash,Silver,In-store,2,Bad,6,None,0,0,2024-12-31 15:46:59,152,6,Inactive,1050
CUST1476,Deepesh Banerjee,Gmt79Omt10uY,M077,2024-10-14 19:33:53,Movie C,Thriller,Hyderabad,56,Female,Senior,3,600,No Discount,600,Credit Card,None,In-store,2,Bad,50,None,0,0,2024-12-31 11:23:58,77,13,Highly Active,600
CUST17158,Saket Oberoi,GfwRuKxr01aJ,M078,2024-09-25 11:56:29,Movie D,Action,Mumbai,19,Other,VIP,2,800,No Discount,800,Net Banking,Gold,In-store,5,Excellent,10,"Iced Tea, Fruit Smoothies, Granola Bar",1,260,2024-12-13 11:56:29,79,3,Active,1060
CUST10261,Indra Gandhi,lHzW0MGsGeFZ,M079,2024-05-15 16:25:00,Movie B,Drama,Chennai,44,Other,Regular,1,350,No Discount,350,UPI,Gold,Online,2,Bad,97,"French Fries, Non Veg Wrap, Ice Cream",4,1520,2024-07-29 16:25:00,75,1,New,1870
CUST10648,Naman Easwaran,wPf3nSPN2mnC,M080,2024-05-18 19:22:50,Movie A,Action,Hyderabad,58,Female,Student,7,1750,No Discount,1750,Net Banking,Gold,In-store,3,Average,15,"Veg Wrap, Chips, French Fries",4,1200,2024-10-31 19:22:50,166,14,Active,2950
CUST725,Waman Chakraborty,bwxEM9HFE00M,M081,2024-05-21 19:31:29,Movie A,Thriller,Delhi,47,Other,Student,8,2000,No Discount,2000,Net Banking,Platinum,Online,5,Excellent,115,Onion Rings,1,90,2024-09-02 19:31:29,104,1,New,2090
CUST17915,Nidhi Pathak,4kpTO0GJqt3W,M082,2024-10-14 11:15:52,Movie B,Drama,Mumbai,37,Female,Senior,4,800,No Discount,800,Net Banking,Silver,In-store,3,Average,30,"Large Popcorn, Chips",4,1200,2024-12-31 20:29:50,78,10,Highly Active,2000
CUST11455,Aakash Agarwal,Di2GDD9thkBS,M083,2024-09-04 14:15:13,Movie B,Drama,Chennai,58,Male,VIP,2,800,No Discount,800,Debit Card,Silver,In-store,1,Very Bad,18,Fruit Smoothies,3,450,2024-12-31 14:06:23,117,12,Active,1250
CUST17529,Rashmi Das,IUKavnii3vk4,M084,2024-08-30 14:07:56,Movie A,Thriller,Hyderabad,42,Female,Regular,9,3150,No Discount,3150,Debit Card,Gold,Online,3,Average,30,Small Popcorn,4,600,2024-12-27 14:07:56,119,13,Active,3750
CUST8728,Jatin Saxena,DNiUsQViYBBX,M085,2024-11-18 19:02:06,Movie A,Action,Chennai,43,Male,Regular,9,3150,2835,2835,Cash,Platinum,In-store,2,Bad,16,Sandwich,1,120,2024-12-31 10:55:05,42,3,Active,2955
CUST18715,Pankaj Vyas,yXBJFupsWbPn,M086,2024-03-06 13:19:53,Movie B,Drama,Delhi,48,Male,Senior,6,1200,No Discount,1200,Debit Card,Gold,Online,2,Bad,45,None,0,0,2024-05-13 13:19:53,68,7,Very Active,1200
CUST4102,Jatin Narayan,BUmWtTOXxzjm,M087,2024-08-16 19:03:58,Movie A,Comedy,Delhi,57,Other,Regular,1,350,No Discount,350,Net Banking,Gold,In-store,2,Bad,36,"Mozzarella Sticks, Fruit Cup",4,1320,2024-10-31 19:03:58,76,11,Highly Active,1670
CUST606,Tarun Lal,TnUFmeIHO4GN,M088,2024-09-27 12:31:21,Movie C,Comedy,Kolkata,47,Male,Regular,2,700,No Discount,700,Net Banking,None,Online,2,Bad,67,Cupcakes,3,300,2024-10-28 12:31:21,31,1,New,1000
CUST10643,Mahi Singh,n2EWkv2iGPuY,M089,2024-01-27 12:23:49,Movie C,Thriller,Chennai,34,Male,Senior,5,1000,850,850,UPI,Gold,Online,3,Average,65,"Pepsi, Veggie Chips, Yogurt",4,920,2024-03-22 12:23:49,55,4,Active,1770
CUST11410,Arnav Kapoor,LcNcUcEWVzhQ,M090,2024-03-16 13:33:36,Movie A,Action,Mumbai,35,Other,Student,2,500,No Discount,500,Cash,Gold,Online,4,Good,89,"Large Popcorn, Veggie Chips, Medium Popcorn",3,1620,2024-07-05 13:33:36,111,9,Active,2120
CUST6440,Siddhant Narayan,Hg4RVlGP6sbw,M091,2024-01-10 18:01:46,Movie C,Action,Kolkata,22,Male,Senior,2,400,No Discount,400,Cash,Silver,Online,4,Good,20,"Yogurt, Coca Cola, Mozzarella Sticks",1,290,2024-05-29 18:01:46,140,14,Active,690
CUST8429,Laksh Pandey,EIDwG3fmWxIr,M092,2024-08-17 14:09:28,Movie A,Action,Delhi,20,Female,Senior,5,1000,No Discount,1000,Debit Card,None,In-store,5,Excellent,24,"French Fries, Energy Drink",3,600,2024-12-24 14:09:28,129,13,Active,1600
CUST7523,Zain Roy,OriJCTOYqbxd,M093,2024-02-08 13:12:03,Movie A,Action,Delhi,39,Female,Student,1,250,No Discount,250,Cash,None,In-store,2,Bad,20,Energy Drink,1,100,2024-04-01 13:12:03,53,3,Active,350
CUST15614,Kiran Pathak,D8haiH9XSFx7,M094,2024-02-12 21:03:15,Movie A,Thriller,Delhi,22,Female,Student,4,1000,No Discount,1000,Net Banking,None,Online,4,Good,109,None,0,0,2024-07-20 21:03:15,159,14,Active,1000
CUST1694,Warda Thakur,uI00VT0aY6xb,M095,2024-04-13 16:08:33,Movie D,Thriller,Kolkata,34,Female,Senior,8,1600,No Discount,1600,UPI,Silver,Online,1,Very Bad,125,None,0,0,2024-06-15 16:08:33,63,10,Highly Active,1600
CUST19603,Naman Bhat,aglnfmtEAqNK,M096,2024-05-02 13:54:27,Movie C,Action,Kolkata,29,Other,VIP,7,2800,No Discount,2800,Credit Card,None,Online,5,Excellent,46,"Iced Tea, Pepsi",3,420,2024-09-19 13:54:27,140,11,Active,3220
